Image,Source,Type,CX,CY,X_min,Y_min,W,H,Area
204.tif,Total,black,239,413,209,371,55,94,3278.5
204.tif,Total,black,428,424,404,392,53,71,2053.5
204.tif,Total,black,347,427,337,409,23,39,631.0
204.tif,Total,black,287,245,267,222,41,46,1114.0
204.tif,Total,black,136,353,111,339,58,30,886.5
204.tif,Total,black,135,187,122,164,28,44,781.5
204.tif,Total,black,539,102,523,56,36,94,2204.0
204.tif,Total,black,12,541,0,527,27,31,640.0
204.tif,Total,black,137,568,117,559,38,16,427.0
204.tif,Total,black,98,80,85,64,26,32,602.5
204.tif,Total,black,416,275,408,265,18,22,282.5
204.tif,Total,black,273,115,263,101,22,29,447.0
22.tif,Total,white,42,308,20,273,44,70,2281.5
22.tif,Total,white,5,384,0,353,13,65,647.0
22.tif,Total,white,352,43,334,12,39,62,1788.5
22.tif,Total,white,486,493,464,439,51,113,3663.5
22.tif,Total,black,150,306,111,250,71,96,2811.5
22.tif,Total,black,157,531,106,482,98,93,7483.5
22.tif,Total,black,389,47,370,13,39,70,1682.0
22.tif,Total,black,238,457,218,426,40,66,2026.0
22.tif,Total,black,6,272,0,233,15,92,1001.0
22.tif,Total,black,361,140,331,111,58,59,2530.5
22.tif,Total,black,253,196,210,167,90,53,2362.5
195.tif,Total,black,402,388,380,365,44,47,1444.5
195.tif,Total,black,135,522,122,507,26,29,533.0
195.tif,Total,black,71,533,48,506,49,52,1509.0
195.tif,Total,black,298,263,285,246,25,34,584.0
195.tif,Total,black,445,115,425,75,38,100,2010.0
195.tif,Total,black,209,265,183,246,55,39,1466.5
195.tif,Total,black,21,224,0,155,50,144,3074.0
195.tif,Total,black,236,158,201,129,75,68,3546.0
195.tif,Total,black,416,498,385,479,63,38,1594.5
195.tif,Total,black,466,316,435,292,57,47,1807.0
195.tif,Total,white,196,517,173,463,47,98,3033.5
195.tif,Total,white,136,274,114,252,39,51,966.5
195.tif,Total,white,160,175,127,143,70,65,3283.5
195.tif,Total,white,292,320,276,296,33,49,1036.5
195.tif,Total,white,299,496,284,484,30,24,468.5
195.tif,Total,white,529,396,513,362,36,66,1568.5
316.tif,Total,white,363,170,347,150,32,42,794.5
316.tif,Total,white,407,90,401,78,15,27,304.5
316.tif,Total,white,451,29,442,18,19,23,306.0
316.tif,Total,white,343,477,328,458,34,38,652.5
316.tif,Total,white,221,498,199,483,43,28,767.0
316.tif,Total,white,537,569,525,562,31,13,262.5
316.tif,Total,white,470,538,459,528,23,21,285.5
316.tif,Total,white,477,389,467,374,22,30,418.5
316.tif,Total,white,295,123,275,102,47,39,1080.5
316.tif,Total,black,11,502,0,481,27,39,654.0
316.tif,Total,black,31,457,9,437,46,36,875.0
316.tif,Total,black,183,382,165,365,37,37,914.5
316.tif,Total,black,361,321,336,301,50,36,1253.0
316.tif,Total,black,349,228,326,204,50,52,1560.0
316.tif,Total,black,336,47,290,0,87,94,3971.5
253.tif,Total,white,248,296,237,286,22,21,354.5
253.tif,Total,white,42,381,31,371,23,22,385.0
253.tif,Total,white,229,559,219,550,21,18,289.0
253.tif,Total,white,113,548,98,537,28,22,447.0
253.tif,Total,white,124,193,111,181,28,25,536.5
253.tif,Total,white,555,11,540,0,35,29,755.5
253.tif,Total,white,536,334,527,325,19,19,271.0
253.tif,Total,white,502,223,482,209,44,37,939.5
253.tif,Total,white,328,282,318,275,22,16,281.5
253.tif,Total,white,344,88,336,72,17,33,406.0
253.tif,Total,white,124,46,115,36,19,18,242.0
253.tif,Total,black,364,293,352,272,27,40,730.5
253.tif,Total,black,282,96,264,85,31,25,546.5
253.tif,Total,black,184,302,173,286,22,36,591.0
253.tif,Total,black,447,92,436,72,20,40,596.5
253.tif,Total,black,314,142,290,116,58,65,1513.5
253.tif,Total,black,269,317,256,296,26,46,337.5
253.tif,Total,black,34,488,20,446,34,79,965.0
253.tif,Total,black,88,183,77,175,26,16,245.0
253.tif,Total,black,68,251,57,230,22,42,375.5
253.tif,Total,black,62,34,52,22,20,23,346.0
253.tif,Total,black,75,457,62,446,27,24,361.0
253.tif,Total,black,240,255,230,240,24,30,359.0
59.tif,Total,black,185,164,151,115,72,105,4751.5
59.tif,Total,black,550,438,522,371,53,141,4695.5
59.tif,Total,white,359,358,335,331,47,58,1926.0
59.tif,Total,white,316,464,291,419,51,85,2860.0
59.tif,Total,white,165,53,132,0,70,107,4480.0
59.tif,Total,white,522,500,502,466,42,65,1908.5
101.tif,Total,white,174,143,163,135,24,17,307.0
101.tif,Total,white,451,282,430,260,48,48,1386.5
101.tif,Total,white,299,297,280,284,37,26,599.0
101.tif,Total,white,470,563,453,550,33,25,552.5
101.tif,Total,white,305,404,282,390,46,28,911.5
101.tif,Total,black,305,235,278,220,54,33,1340.0
101.tif,Total,black,197,390,168,371,54,38,1468.0
101.tif,Total,black,431,147,410,133,42,30,829.5
101.tif,Total,black,496,56,479,41,36,29,606.5
101.tif,Total,black,257,51,241,41,33,23,538.0
101.tif,Total,black,540,266,516,256,48,20,754.5
101.tif,Total,black,547,312,529,299,35,29,706.0
101.tif,Total,black,105,452,77,426,55,49,1273.5
101.tif,Total,white,514,458,503,447,21,23,325.5
101.tif,Total,white,394,389,372,384,44,11,408.0
101.tif,Total,black,270,323,243,309,55,26,983.5
101.tif,Total,black,33,163,21,150,26,25,435.0
101.tif,Total,black,308,336,282,328,49,18,625.5
101.tif,Total,black,472,191,460,183,24,16,301.0
228.tif,Total,white,202,117,170,87,66,64,3143.0
228.tif,Total,white,480,207,457,182,46,45,1310.0
228.tif,Total,white,391,405,374,393,33,27,716.5
228.tif,Total,white,153,230,95,192,126,79,6762.0
228.tif,Total,black,389,268,353,255,68,29,1237.0
228.tif,Total,black,131,536,110,507,45,49,1203.5
228.tif,Total,black,288,287,1,0,574,575,329475.5
228.tif,Total,black,27,417,0,381,52,71,2462.5
228.tif,Total,black,428,62,399,38,59,50,1676.0
228.tif,Total,black,261,127,232,106,62,39,1547.5
228.tif,Total,black,556,222,536,179,39,97,2579.5
228.tif,Total,black,373,209,341,193,57,32,1297.5
228.tif,Total,black,467,403,436,389,72,32,1525.0
382.tif,Total,white,213,429,191,407,42,44,978.0
382.tif,Total,white,533,296,508,273,48,54,1760.0
382.tif,Total,black,325,182,305,155,45,55,1751.0
382.tif,Total,black,513,463,502,445,23,37,631.0
382.tif,Total,white,412,308,397,286,30,45,861.0
382.tif,Total,white,302,63,291,54,22,20,342.5
382.tif,Total,white,134,365,120,345,27,39,620.0
382.tif,Total,black,185,520,171,495,34,52,835.0
382.tif,Total,black,520,565,507,552,27,23,443.0
382.tif,Total,black,162,220,151,208,23,24,402.5
382.tif,Total,black,85,65,71,53,30,25,550.0
382.tif,Total,black,470,204,463,192,16,25,315.0
382.tif,Total,black,235,271,220,259,30,25,556.0
382.tif,Total,black,527,122,513,96,30,51,1030.5
382.tif,Total,white,567,385,557,367,18,42,603.5
290.tif,Total,white,169,191,138,127,60,125,4721.0
290.tif,Total,black,405,531,381,475,49,100,2937.0
290.tif,Total,black,18,151,0,2,51,238,5828.5
290.tif,Total,black,189,53,146,0,92,119,6823.5
18.tif,Total,white,314,37,286,0,66,78,3191.0
18.tif,Total,white,114,198,84,174,62,47,1856.0
18.tif,Total,white,419,374,404,355,30,39,770.5
18.tif,Total,white,189,519,147,462,75,113,4808.0
18.tif,Total,black,443,132,415,108,55,52,1896.5
18.tif,Total,black,559,493,537,455,38,73,1884.0
18.tif,Total,black,516,378,493,361,46,38,1233.5
18.tif,Total,black,499,54,471,29,54,51,1527.0
18.tif,Total,black,288,77,264,51,54,46,1396.5
18.tif,Total,black,237,20,220,0,36,44,1069.0
18.tif,Total,black,196,344,172,327,50,37,1170.5
18.tif,Total,black,343,509,324,488,38,41,1105.0
18.tif,Total,black,24,483,0,453,51,58,1897.0
140.tif,Total,white,274,256,252,240,45,33,1199.5
140.tif,Total,white,355,369,330,352,49,33,1224.5
140.tif,Total,white,423,58,399,36,48,44,1438.5
140.tif,Total,white,477,104,458,87,38,36,980.0
140.tif,Total,white,341,565,312,553,56,22,972.5
140.tif,Total,black,492,363,461,340,61,46,1982.0
140.tif,Total,black,283,347,256,327,56,45,1773.5
269.tif,Total,black,434,513,403,483,69,60,2383.5
269.tif,Total,black,391,423,367,397,51,53,2012.0
269.tif,Total,black,345,16,326,0,38,38,1143.5
269.tif,Total,black,395,208,381,196,28,25,532.5
269.tif,Total,white,434,86,421,70,27,32,723.5
269.tif,Total,black,377,137,367,123,18,36,353.0
269.tif,Total,black,211,288,203,280,16,19,210.0
269.tif,Total,black,214,86,203,76,22,23,285.0
269.tif,Total,black,244,221,237,210,13,23,181.5
269.tif,Total,black,451,366,446,355,13,21,171.5
269.tif,Total,black,387,257,381,251,15,14,109.5
269.tif,Total,black,306,254,294,249,27,10,141.0
269.tif,Total,black,127,548,116,542,24,12,208.0
269.tif,Total,black,544,185,535,173,19,27,373.5
269.tif,Total,white,564,63,545,22,30,85,1436.0
269.tif,Total,white,224,250,210,232,30,38,790.5
286.tif,Total,white,504,524,481,495,49,63,1864.5
286.tif,Total,white,500,427,485,414,29,29,568.5
286.tif,Total,white,352,26,330,0,43,54,1566.0
286.tif,Total,white,482,404,469,388,27,34,676.0
286.tif,Total,white,497,372,483,355,27,34,691.0
286.tif,Total,black,275,176,202,130,135,90,6262.0
286.tif,Total,black,97,243,73,203,57,80,2261.0
286.tif,Total,black,230,540,208,512,46,63,1305.5
286.tif,Total,black,493,313,463,272,64,119,2644.5
286.tif,Total,black,433,243,415,195,39,84,1241.0
286.tif,Total,black,377,123,343,101,67,41,1016.5
286.tif,Total,black,261,468,221,452,75,34,1261.5
286.tif,Total,black,15,391,0,381,37,29,531.5
286.tif,Total,black,565,83,550,44,25,64,970.0
286.tif,Total,black,467,53,447,31,46,48,1177.0
117.tif,Total,white,130,450,111,435,39,30,790.5
117.tif,Total,black,279,334,259,319,39,32,841.0
117.tif,Total,black,207,308,187,297,44,24,756.0
117.tif,Total,black,248,135,226,111,48,44,1491.5
117.tif,Total,black,448,257,431,241,32,34,782.5
117.tif,Total,black,538,486,524,477,30,18,399.5
117.tif,Total,black,370,434,344,425,55,18,743.5
117.tif,Total,black,277,512,251,481,53,51,1653.5
117.tif,Total,black,226,401,209,385,39,29,718.0
117.tif,Total,black,9,463,0,437,25,47,820.0
117.tif,Total,black,240,85,215,70,52,34,1090.0
117.tif,Total,black,142,281,121,259,39,42,1078.0
394.tif,Total,white,281,263,258,243,45,37,1086.0
394.tif,Total,white,18,329,0,311,37,37,977.5
394.tif,Total,black,548,153,510,111,65,87,2962.5
394.tif,Total,black,340,109,313,70,55,67,1853.0
394.tif,Total,black,569,23,562,0,13,57,594.0
394.tif,Total,black,161,468,147,452,28,33,644.0
394.tif,Total,black,367,202,336,165,53,75,2418.5
394.tif,Total,white,273,500,259,482,27,32,635.5
394.tif,Total,white,220,203,212,195,19,18,264.0
249.tif,Total,white,194,476,176,421,37,109,2865.5
249.tif,Total,white,337,128,322,110,30,39,988.0
249.tif,Total,white,343,468,319,452,50,35,1381.5
249.tif,Total,black,389,473,363,447,48,46,1424.0
249.tif,Total,black,495,192,480,172,30,41,1009.5
249.tif,Total,black,392,141,379,113,26,65,1017.0
249.tif,Total,black,160,367,150,346,20,43,629.0
249.tif,Total,black,239,97,228,79,24,35,624.5
249.tif,Total,black,32,378,17,348,27,55,907.0
249.tif,Total,black,234,276,221,243,34,63,1239.5
38.tif,Total,white,158,106,140,85,39,41,1174.5
38.tif,Total,white,88,121,74,106,32,28,640.0
38.tif,Total,white,516,123,502,109,27,27,544.5
38.tif,Total,white,180,343,162,328,37,31,772.0
38.tif,Total,white,506,253,493,236,26,36,656.0
38.tif,Total,white,207,523,192,508,31,31,704.0
38.tif,Total,white,317,306,303,296,27,20,454.0
38.tif,Total,white,326,320,304,297,42,47,972.0
38.tif,Total,white,316,271,305,259,24,27,484.0
38.tif,Total,white,539,387,528,376,24,22,385.5
38.tif,Total,white,478,378,465,367,27,23,451.0
38.tif,Total,white,316,534,300,523,32,24,579.0
38.tif,Total,white,40,288,23,275,35,26,682.0
38.tif,Total,black,433,379,416,362,37,36,987.0
38.tif,Total,black,257,229,240,210,36,40,949.5
38.tif,Total,black,567,47,554,0,21,86,1081.0
38.tif,Total,black,226,7,199,0,53,17,710.5
38.tif,Total,black,222,406,200,380,51,55,1246.0
38.tif,Total,black,7,508,0,492,18,32,455.5
160.tif,Total,white,422,332,371,308,110,53,3904.5
160.tif,Total,white,501,81,456,33,81,83,4166.0
160.tif,Total,black,290,318,209,272,166,95,11704.0
160.tif,Total,black,292,560,227,542,141,33,3558.0
160.tif,Total,black,565,354,543,293,32,168,2428.0
160.tif,Total,black,238,13,200,0,68,34,1617.5
137.tif,Total,white,173,86,158,76,31,21,524.5
137.tif,Total,white,269,75,258,68,23,14,253.5
137.tif,Total,white,355,192,338,179,36,27,743.5
137.tif,Total,white,248,565,223,552,57,23,985.0
137.tif,Total,white,568,227,558,215,17,23,249.0
137.tif,Total,white,483,255,471,248,25,15,310.5
137.tif,Total,white,416,332,404,325,24,15,288.5
137.tif,Total,white,75,289,58,279,34,21,557.0
137.tif,Total,black,133,291,110,274,50,36,1264.0
137.tif,Total,black,472,174,447,156,52,38,1292.5
137.tif,Total,black,232,369,213,349,35,38,849.5
137.tif,Total,black,124,459,108,446,33,27,611.0
137.tif,Total,black,105,8,83,0,59,23,806.0
137.tif,Total,black,195,159,177,142,35,33,790.0
137.tif,Total,black,501,398,482,380,37,36,946.5
137.tif,Total,white,247,215,222,200,52,32,1057.0
137.tif,Total,white,138,158,127,152,22,13,222.0
137.tif,Total,white,6,178,0,166,17,29,345.0
137.tif,Total,white,285,455,269,449,32,12,302.5
137.tif,Total,white,178,566,163,557,33,18,438.0
137.tif,Total,white,198,520,187,513,25,16,283.5
4.tif,Total,black,270,162,246,137,48,49,1352.5
4.tif,Total,black,277,88,258,66,42,45,1323.5
4.tif,Total,black,102,548,84,525,42,49,1387.5
4.tif,Total,black,422,133,407,110,33,46,1014.0
4.tif,Total,black,397,280,376,264,43,33,923.5
4.tif,Total,black,124,197,109,178,30,40,785.5
4.tif,Total,black,507,232,488,203,41,55,1287.0
4.tif,Total,black,313,332,290,313,47,36,1131.0
4.tif,Total,white,327,246,309,225,40,42,1078.5
4.tif,Total,white,154,349,129,331,51,40,1357.5
4.tif,Total,white,191,133,176,114,32,37,870.0
4.tif,Total,white,255,351,238,322,37,58,1547.0
4.tif,Total,white,134,383,116,371,34,25,531.5
4.tif,Total,white,77,74,57,47,44,51,1428.5
4.tif,Total,white,172,187,157,162,31,53,1089.0
4.tif,Total,white,327,446,313,430,28,31,577.5
4.tif,Total,white,190,544,163,503,53,72,2629.5
4.tif,Total,white,98,432,66,410,64,40,1494.5
4.tif,Total,white,63,540,48,526,31,29,683.5
4.tif,Total,white,546,147,535,131,23,33,509.0
80.tif,Total,black,318,322,127,199,427,258,23816.5
80.tif,Total,white,315,100,271,80,82,39,1609.0
80.tif,Total,white,486,282,458,270,50,23,511.5
80.tif,Total,white,16,253,0,161,49,184,4656.0
208.tif,Total,black,51,371,30,347,45,54,1597.0
208.tif,Total,black,257,222,232,196,49,50,1819.5
208.tif,Total,black,256,520,228,481,58,74,2528.0
208.tif,Total,black,9,500,0,447,24,104,1492.0
208.tif,Total,black,369,476,353,452,34,46,1027.0
208.tif,Total,white,466,324,457,313,19,23,354.0
208.tif,Total,white,358,337,342,312,33,46,944.0
208.tif,Total,white,47,512,25,491,44,43,1171.0
208.tif,Total,white,484,221,462,196,39,54,1279.0
208.tif,Total,white,193,103,169,41,52,112,3413.5
208.tif,Total,white,109,562,96,547,27,28,565.5
208.tif,Total,black,368,230,336,194,66,79,3156.0
208.tif,Total,black,373,44,320,0,107,96,6395.0
208.tif,Total,black,92,99,39,57,103,90,6508.0
208.tif,Total,black,496,307,478,272,40,68,1527.5
208.tif,Total,black,168,335,150,311,35,46,1055.0
208.tif,Total,black,99,414,83,392,31,44,970.5
79.tif,Total,white,312,362,304,355,17,13,162.5
79.tif,Total,white,282,498,242,467,81,64,4536.0
79.tif,Total,black,281,72,254,38,54,62,2235.0
79.tif,Total,black,276,217,261,192,34,46,1015.5
79.tif,Total,black,8,313,0,294,22,37,464.5
79.tif,Total,black,26,490,1,471,57,42,1154.5
79.tif,Total,black,452,348,430,337,45,25,828.0
79.tif,Total,black,105,433,69,415,89,46,2073.0
79.tif,Total,white,177,126,165,118,24,16,281.0
79.tif,Total,white,137,203,124,196,28,14,285.0
79.tif,Total,white,214,164,201,153,27,21,414.0
79.tif,Total,white,285,314,278,307,16,15,180.5
79.tif,Total,white,40,90,21,82,35,15,292.0
121.tif,Total,black,350,340,329,320,46,41,1337.5
121.tif,Total,black,355,534,337,507,37,55,1334.5
121.tif,Total,black,419,110,388,72,62,77,2812.0
121.tif,Total,black,15,240,0,196,39,93,2715.0
121.tif,Total,white,244,75,223,63,38,27,607.0
121.tif,Total,white,83,99,75,86,20,29,308.0
121.tif,Total,white,413,459,402,449,26,21,299.0
96.tif,Total,black,443,155,400,104,85,107,3843.0
96.tif,Total,black,352,317,292,257,123,118,3623.5
96.tif,Total,black,172,398,142,367,59,67,2035.5
96.tif,Total,black,257,349,221,308,90,88,2697.5
96.tif,Total,black,195,506,138,416,116,159,6096.5
96.tif,Total,white,234,419,194,356,77,128,4763.0
96.tif,Total,white,162,339,143,312,41,53,1368.5
96.tif,Total,white,539,160,517,129,43,70,1629.0
96.tif,Total,white,568,14,556,0,19,40,437.5
176.tif,Total,black,220,194,155,128,139,130,11359.5
176.tif,Total,black,22,480,0,339,57,236,8551.5
176.tif,Total,black,501,411,455,328,92,165,10130.0
176.tif,Total,black,108,66,40,0,124,142,13271.5
176.tif,Total,black,168,530,131,469,84,106,5757.5
176.tif,Total,black,145,335,97,259,101,152,10542.5
176.tif,Total,white,423,367,398,299,46,138,4095.0
176.tif,Total,white,282,540,241,497,89,78,4773.5
176.tif,Total,white,351,209,335,191,31,40,948.5
199.tif,Total,black,256,479,232,444,54,67,2534.0
199.tif,Total,black,191,212,184,203,15,18,216.0
199.tif,Total,black,567,556,555,529,20,46,634.0
199.tif,Total,black,567,522,556,467,19,108,1428.5
199.tif,Total,black,566,420,553,390,22,55,855.0
199.tif,Total,black,330,43,308,25,42,40,1126.5
199.tif,Total,black,254,47,246,38,16,19,235.0
199.tif,Total,black,569,201,560,173,15,72,648.0
199.tif,Total,black,40,565,26,553,27,22,452.5
199.tif,Total,black,58,441,45,427,28,29,570.5
199.tif,Total,black,106,426,96,414,21,26,381.0
199.tif,Total,black,179,285,165,267,31,37,679.5
199.tif,Total,black,43,186,26,168,35,40,899.0
199.tif,Total,black,32,52,23,34,20,32,432.0
199.tif,Total,black,243,165,233,153,21,25,405.0
199.tif,Total,white,164,185,138,158,52,65,2043.5
199.tif,Total,white,331,311,312,291,40,40,1007.0
199.tif,Total,white,503,472,486,454,30,33,593.5
199.tif,Total,white,445,551,421,526,49,49,1581.0
199.tif,Total,white,250,122,233,108,38,30,838.5
199.tif,Total,white,150,5,136,0,27,14,262.5
224.tif,Total,black,177,439,92,398,151,88,4245.0
224.tif,Total,black,269,368,227,342,82,58,2670.0
224.tif,Total,black,354,561,316,538,62,37,1256.0
224.tif,Total,black,222,321,196,304,55,35,1068.0
224.tif,Total,black,414,431,394,419,44,29,781.5
224.tif,Total,black,66,13,23,0,83,29,1390.0
224.tif,Total,black,392,221,335,191,112,65,2928.5
224.tif,Total,black,40,121,1,99,75,49,1345.5
224.tif,Total,black,134,389,112,365,48,48,1225.0
224.tif,Total,black,125,193,94,164,54,59,1641.0
224.tif,Total,white,8,524,0,512,19,26,379.0
224.tif,Total,white,155,413,89,364,133,109,5895.0
224.tif,Total,white,89,400,60,382,54,35,1056.0
224.tif,Total,white,547,378,511,319,64,106,3679.0
224.tif,Total,white,537,480,519,470,39,22,518.0
224.tif,Total,white,396,53,367,31,62,44,1627.0
224.tif,Total,white,344,433,331,424,27,19,289.0
224.tif,Total,white,401,476,388,467,28,19,327.5
361.tif,Total,white,64,266,56,258,16,17,201.0
361.tif,Total,white,400,392,390,387,17,14,130.0
361.tif,Total,white,250,406,239,397,20,17,154.5
361.tif,Total,white,227,302,220,293,15,18,199.0
361.tif,Total,white,460,126,446,118,26,18,273.5
361.tif,Total,white,247,555,238,545,19,21,255.5
361.tif,Total,white,374,510,366,503,17,15,223.5
361.tif,Total,white,5,498,0,482,14,30,305.0
361.tif,Total,white,249,45,238,34,22,22,370.5
361.tif,Total,white,58,297,52,282,13,31,316.5
361.tif,Total,black,357,444,343,431,28,32,598.5
361.tif,Total,black,320,473,308,455,26,37,633.5
361.tif,Total,black,560,416,542,392,33,49,1182.5
361.tif,Total,black,410,210,392,190,37,42,806.5
361.tif,Total,black,96,186,79,175,36,23,540.0
361.tif,Total,black,6,246,0,220,18,51,612.5
361.tif,Total,black,45,313,32,288,25,51,786.5
361.tif,Total,black,24,194,8,165,40,62,1320.5
361.tif,Total,black,126,360,113,333,28,55,1088.5
361.tif,Total,black,567,138,558,125,17,27,363.5
361.tif,Total,black,429,334,420,317,19,34,505.0
361.tif,Total,black,249,384,236,370,27,25,406.0
361.tif,Total,black,289,387,282,373,15,27,261.0
361.tif,Total,black,78,565,60,553,38,22,632.5
361.tif,Total,black,232,535,220,520,24,31,473.0
361.tif,Total,black,267,231,253,217,30,31,575.0
361.tif,Total,black,396,411,388,401,19,20,301.5
55.tif,Total,black,407,338,382,312,53,48,1800.5
55.tif,Total,black,432,442,410,403,51,85,2673.0
55.tif,Total,black,484,496,459,467,51,55,2130.5
55.tif,Total,black,267,548,227,512,73,63,2946.0
55.tif,Total,black,172,334,124,273,87,130,5411.0
55.tif,Total,black,39,184,17,160,43,48,1311.5
55.tif,Total,black,570,202,565,179,10,44,306.5
55.tif,Total,black,569,133,562,116,13,40,369.5
55.tif,Total,black,447,57,423,4,49,117,3326.5
55.tif,Total,white,359,129,340,106,39,53,1278.0
55.tif,Total,white,454,356,445,342,18,29,391.5
55.tif,Total,white,211,202,187,164,51,69,2542.0
55.tif,Total,white,493,456,481,440,24,30,522.5
55.tif,Total,white,126,194,106,162,43,65,1798.5
273.tif,Total,white,276,531,258,512,35,41,1024.5
273.tif,Total,white,288,265,273,250,33,29,641.0
273.tif,Total,white,218,373,201,364,37,21,566.0
273.tif,Total,white,470,358,452,344,39,31,707.0
273.tif,Total,white,142,507,124,500,33,16,373.5
273.tif,Total,white,160,492,133,473,49,29,666.0
273.tif,Total,black,261,55,245,31,34,48,1105.5
273.tif,Total,black,451,374,426,352,49,45,1292.0
273.tif,Total,black,447,110,426,87,39,44,1131.5
273.tif,Total,black,23,249,0,227,49,48,1550.0
273.tif,Total,black,424,535,405,519,42,34,953.5
273.tif,Total,black,369,6,345,0,45,12,418.0
273.tif,Total,black,397,279,380,264,34,31,748.5
273.tif,Total,white,471,158,463,148,17,20,251.5
273.tif,Total,white,300,166,288,155,24,24,457.5
273.tif,Total,white,409,471,385,460,49,24,743.0
273.tif,Total,white,230,417,210,408,41,20,519.0
273.tif,Total,white,508,101,492,83,29,37,699.0
336.tif,Total,black,197,250,172,204,66,104,3302.0
336.tif,Total,black,473,403,457,356,37,92,2128.0
336.tif,Total,black,23,547,0,514,48,61,1694.5
336.tif,Total,black,271,294,244,272,52,42,1506.0
336.tif,Total,black,344,173,326,136,38,73,1581.0
336.tif,Total,black,192,466,162,451,59,30,997.5
336.tif,Total,white,436,27,413,0,50,63,2364.5
336.tif,Total,white,318,522,305,508,27,30,569.5
336.tif,Total,white,392,350,366,320,53,55,1372.0
336.tif,Total,white,417,325,376,289,79,75,1838.0
336.tif,Total,white,149,347,136,332,27,32,480.5
336.tif,Total,white,212,298,187,275,51,48,1504.5
336.tif,Total,white,190,341,180,332,21,18,226.0
336.tif,Total,white,7,499,0,487,16,27,301.5
336.tif,Total,white,44,313,25,290,40,49,1255.5
336.tif,Total,white,310,567,295,557,27,18,342.5
265.tif,Total,white,425,449,411,419,30,56,1216.5
265.tif,Total,black,541,412,523,382,35,57,1474.5
265.tif,Total,black,271,461,235,413,70,99,3631.0
265.tif,Total,black,101,419,77,370,52,93,3260.5
265.tif,Total,black,498,23,474,0,50,48,1271.5
265.tif,Total,black,235,186,218,163,34,46,1183.5
265.tif,Total,black,28,182,12,171,33,23,444.5
265.tif,Total,white,66,185,57,173,20,26,311.5
265.tif,Total,white,99,152,90,146,20,13,202.0
320.tif,Total,white,343,359,317,347,50,26,1037.0
320.tif,Total,white,369,513,345,505,51,16,570.5
320.tif,Total,white,178,37,140,22,80,31,1757.5
320.tif,Total,white,150,171,132,163,38,16,456.5
320.tif,Total,white,149,524,108,508,82,36,1838.0
320.tif,Total,white,330,413,301,406,63,16,796.5
320.tif,Total,white,405,196,381,187,48,19,680.5
320.tif,Total,white,401,294,355,278,99,34,2286.5
320.tif,Total,white,148,282,119,276,58,13,586.0
320.tif,Total,white,93,204,69,195,49,18,649.5
320.tif,Total,white,449,115,410,102,82,29,1676.5
320.tif,Total,black,234,244,204,232,58,25,1151.0
320.tif,Total,black,53,388,22,375,61,26,878.5
320.tif,Total,black,111,317,93,308,35,18,520.5
320.tif,Total,black,200,150,160,137,84,28,1516.0
320.tif,Total,black,230,519,187,505,89,26,1421.0
320.tif,Total,black,96,170,70,161,52,17,706.0
320.tif,Total,black,29,116,0,103,61,24,997.5
320.tif,Total,black,206,105,160,92,86,25,1391.0
320.tif,Total,black,180,461,146,449,65,26,1141.0
320.tif,Total,black,379,494,350,487,57,17,657.0
14.tif,Total,white,521,155,495,123,49,63,2099.5
14.tif,Total,white,416,463,388,439,67,44,1773.5
14.tif,Total,white,73,97,51,76,45,52,1472.0
14.tif,Total,white,44,80,28,50,40,66,1421.5
14.tif,Total,white,276,395,257,380,40,31,704.5
14.tif,Total,black,464,310,443,291,41,39,1170.5
14.tif,Total,black,397,157,380,131,36,49,1174.0
14.tif,Total,black,389,536,359,480,66,95,3386.0
14.tif,Total,black,220,456,196,431,49,50,1461.5
14.tif,Total,black,260,321,242,294,36,55,1229.5
14.tif,Total,black,144,77,119,42,55,67,2234.5
14.tif,Total,black,282,205,257,178,55,59,2071.5
232.tif,Total,black,261,334,220,304,81,74,2952.5
232.tif,Total,black,10,448,0,412,25,62,1054.5
232.tif,Total,black,391,128,363,116,55,27,907.0
232.tif,Total,black,544,462,509,412,66,94,2440.0
232.tif,Total,black,276,463,256,448,41,29,822.0
232.tif,Total,black,30,241,0,214,58,59,2367.0
232.tif,Total,white,376,310,356,291,41,41,1278.0
232.tif,Total,white,225,375,204,356,54,37,1174.5
232.tif,Total,white,277,501,245,483,64,35,1626.5
232.tif,Total,white,442,413,416,385,47,51,1623.0
232.tif,Total,white,331,225,299,209,68,34,1602.0
232.tif,Total,white,210,281,184,267,52,32,936.0
232.tif,Total,black,99,387,66,354,67,66,2348.0
232.tif,Total,black,287,285,0,0,575,575,327309.0
232.tif,Total,black,211,149,173,128,77,48,2305.0
232.tif,Total,black,324,38,281,21,110,40,2542.0
232.tif,Total,black,522,390,500,371,44,41,1433.0
398.tif,Total,black,250,375,219,342,67,71,2948.5
398.tif,Total,black,73,234,60,179,33,92,1549.0
398.tif,Total,black,125,121,106,99,39,49,1105.0
398.tif,Total,white,406,415,379,400,62,33,1152.5
398.tif,Total,white,293,251,256,230,71,41,1992.0
398.tif,Total,black,473,505,456,479,39,62,1689.5
377.tif,Total,black,245,84,209,56,85,56,2989.5
377.tif,Total,black,185,197,166,173,43,47,1320.5
377.tif,Total,black,266,287,239,263,47,51,1409.0
377.tif,Total,black,495,256,464,209,65,112,4208.0
377.tif,Total,white,557,104,528,48,47,120,3438.0
377.tif,Total,white,78,86,47,51,63,70,3192.0
